Country,mined_raw_mat,Unit,2018,2019,2020,2021,2022
"Russia, Asia",Lithium,(t),13,15,16,16,16
"Russia, Asia",Mercury,(t),50,50,30,30,10
"Russia, Asia",Selenium,(t),185,193,195,230,200
"Russia, Asia",Tellurium,(t),35,38,55,60,40
"Russia, Asia",Tin,(t),1531,2471,2559,3317,3507
"Russia, Asia",Zinc,(t),250560,242350,221600,201500,217000
"Russia, Asia",Gold,(kg),274450,300750,301660,306830,313000
"Russia, Asia",Palladium,(kg),92570,92910,81990,83640,80870
"Russia, Asia",Platinum,(kg),21370,22430,21740,19840,18660
"Russia, Asia",Rhodium,(kg),2146,2115,1800,1650,1805
"Russia, Asia",Silver,(kg),1331600,1480000,1374800,1427000,1380000
"Russia, Asia",Asbestos,(t),314217,315300,287371,321000,240000
"Russia, Asia",Baryte,(t),265300,163000,265000,252000,260000
"Russia, Asia",Bentonite,(t),499800,492900,500000,470000,500000
"Russia, Asia",Boron,(t),88000,81800,85500,89600,88800
"Russia, Asia",Diam. (Gem),(ct),17624988,19525587,16339353,17278180,19560000
"Russia, Asia",Diam. (Ind),(ct),15488177,14729829,10892902,11518790,13040000
"Russia, Asia",Feldspar,(t),275700,281300,290000,290000,300000
"Russia, Asia",Fluorspar,(t),6000,4000,32000,76000,76000
"Russia, Asia",Graphite,(t),11900,17500,12900,17300,18800
"Russia, Asia",Talc,(t),12500,38000,42000,40000,57000
"Russia, Asia",Steam Coal,(t),271200000,266700000,240900000,262226600,242600000
"Russia, Asia",Coking Coal,(t),89800000,93900000,88600000,100800000,105000000
"Russia, Asia",Lignite,(t),70470000,72720000,65340000,66258000,80460000
"Russia, Asia",Nat. Gas,(Mio m3),675920,683010,638800,691200,640100
"Russia, Asia",Petroleum,(t),389083730,448205350,410208800,419240000,449400000
"Russia, Asia",Uranium,(t),3424,3433,3356,3107,2957
"Russia, Europe",Iron,(t),46860200,47322700,46414100,42156800,40398500
"Russia, Europe",Chromium,(t),177500,175000,187000,167360,203200
"Russia, Europe",Cobalt,(t),850,950,1000,1000,1100
"Russia, Europe",Manganese,(t),8600,5900,28200,10700,16500
"Russia, Europe",Nickel,(t),28700,28100,26100,26300,28600
"Russia, Europe",Niobium,(t),669,659,617,648,549
"Russia, Europe",Tantalum,(t),44,32,60,39,24
"Russia, Europe",Titanium,(t),3000,3600,3300,2900,3200
"Russia, Europe",Vanadium,(t),17052,18380,19533,20058,21000
"Russia, Europe",Aluminium,(t),142000,141500,139900,133200,134000
"Russia, Europe",Bauxite,(t),7057000,6641000,6647000,6565000,6712000
"Russia, Europe",Copper,(t),174100,162480,184820,140800,142000
"Russia, Europe",Gallium,(t),6,8,5,5,5
"Russia, Europe",Lithium,(t),24,28,29,29,29
"Russia, Europe",Rare Earths,(t),2596,2620,2663,2276,2038
"Russia, Europe",Rhenium,(kg),1000,1000,2000,2000,2000
"Russia, Europe",Zinc,(t),37440,33050,39100,86400,93000
"Russia, Europe",Gold,(kg),5400,4300,6900,7000,7000
"Russia, Europe",Silver,(kg),68500,53000,82200,81000,90000
"Russia, Europe",Asbestos,(t),438700,474300,420440,429000,389000
"Russia, Europe",Bentonite,(t),214200,227100,220000,30000,35000
"Russia, Europe",Diam. (Gem),(ct),5348145,6279004,2372578,6192000,5594350
"Russia, Europe",Diam. (Ind),(ct),4699749,4736792,1581718,4128000,3729560
"Russia, Europe",Diatomite,(t),50600,51000,51000,176800,180000
"Russia, Europe",Feldspar,(t),5600,0,0,0,0
"Russia, Europe",Gypsum,(t),5453400,4179300,4060000,4629000,4630000
"Russia, Europe",Kaolin,(t),1485900,1530800,2478000,2193800,3000000
"Russia, Europe",Magnesite,(t),1571400,1013800,1281400,1108700,1327100
"Russia, Europe",Perlite,(t),45000,45000,45000,45000,45000
"Russia, Europe",Phosphates,(t),5304000,5382000,5382000,5517800,5597100
"Russia, Europe",Potash,(t),7055000,7368000,8194200,8890000,6900000
"Russia, Europe",Salt,(t),6710000,8175000,6026000,8242000,8186000
"Russia, Europe",Sulfur,(t),7170000,7175000,6850000,4690900,5989439
"Russia, Europe",Talc,(t),0,10000,62000,10000,43000
"Russia, Europe",Vermiculite,(t),25904,29237,28442,39804,35619
"Russia, Europe",Zircon,(t),7400,6300,6000,6650,7850
"Russia, Europe",Lignite,(t),7830000,8080000,7260000,7362000,8940000
"Russia, Europe",Nat. Gas,(Mio m3),35580,35950,33600,36400,26700
"Russia, Europe",Petroleum,(t),166750170,112051340,102552200,104810000,85600000
Rwanda,Niobium,(t),245,205,160,160,195
Rwanda,Tantalum,(t),380,315,240,245,300
Rwanda,Tungsten,(t),1155,1120,990,1545,1610
Rwanda,Beryllium,(t),30,20,20,20,20
Rwanda,Tin,(t),3405,2780,2030,2260,3115
Rwanda,Gold,(kg),2163,2000,2000,2000,2000
Saudi Arabia,Iron,(t),280100,294100,275000,335200,351700
Saudi Arabia,Aluminium,(t),775500,775561,796004,805056,776413
Saudi Arabia,Bauxite,(t),4906000,5127000,5227927,5649000,5930000
Saudi Arabia,Copper,(t),59200,66610,75370,75180,74690
Saudi Arabia,Zinc,(t),27100,27270,26790,22710,24660
Saudi Arabia,Gold,(kg),13397,12418,13222,11153,12268
Saudi Arabia,Silver,(kg),6480,7123,7479,8604,9464
Saudi Arabia,Feldspar,(t),175594,216000,523000,621000,652000
Saudi Arabia,Gypsum,(t),3352832,3472000,3803000,3640000,3822000
Saudi Arabia,Kaolin,(t),207461,227000,213000,266000,279000
Saudi Arabia,Magnesite,(t),155000,200000,250000,250000,176049
Saudi Arabia,Phosphates,(t),1827000,2275000,2600000,2730000,2950000
Saudi Arabia,Salt,(t),2646000,2778000,2220000,2231000,2342000
Saudi Arabia,Sulfur,(t),6600000,6600000,6600000,6600000,7000000
Saudi Arabia,Talc,(t),46000,48000,61000,167000,175000
Saudi Arabia,Nat. Gas,(Mio m3),118000,117000,119000,120485,122895
Saudi Arabia,Petroleum,(t),576817650,556564010,519613000,515878200,574692000
Senegal,Manganese,(t),3330,1880,6580,4040,13370
Senegal,Titanium,(t),287940,281030,291740,310310,284998
Senegal,Gold,(kg),12508,14550,12408,14678,15220
Senegal,Silver,(kg),940,898,1090,1310,1325
Senegal,Phosphates,(t),775410,855850,684300,792800,859970
Senegal,Salt,(t),245700,286100,290873,306347,272041
Senegal,Zircon,(t),93569,80747,83257,90760,84062
Senegal,Nat. Gas,(Mio m3),11,15,14,6,4
Senegal,Petroleum,(t),20300,28500,25280,0,0
Serbia,Copper,(t),44096,43550,52207,121150,203998
Serbia,Lead,(t),9110,9970,8420,6330,6660
Serbia,Selenium,(t),28,20,10,4,10
Serbia,Zinc,(t),8230,7510,11480,11310,9960
Serbia,Gold,(kg),839,1452,1550,4794,7290
Serbia,Palladium,(kg),55,100,100,140,110
Serbia,Platinum,(kg),6,10,22,30,10
Serbia,Silver,(kg),8970,14502,15900,11600,10900
Serbia,Kaolin,(t),279000,254000,234000,249000,301000
Serbia,Salt,(t),7811,13464,6703,6469,5969
Serbia,Lignite,(t),37648957,38880520,39673059,36417513,35129690
Serbia,Nat. Gas,(Mio m3),450,439,409,362,328
Serbia,Petroleum,(t),910712,881000,859226,835319,823280
Sierra Leone,Iron,(t),561800,418950,0,950300,1230000
Sierra Leone,Tantalum,(t),31,16,29,36,25
Sierra Leone,Titanium,(t),145400,165180,135930,149380,161250
Sierra Leone,Bauxite,(t),1938461,1883863,1342139,1396678,910344
Sierra Leone,Gold,(kg),464,75,25,149,150
Sierra Leone,Diam. (Gem),(ct),402530,433054,603360,541400,447800
Sierra Leone,Diam. (Ind),(ct),339070,391403,83040,297700,241200
Sierra Leone,Zircon,(t),11400,8500,4564,4100,7200
Slovakia,Aluminium,(t),173721,174794,151875,163995,71933
Slovakia,Copper,(t),21,17,20,76,30
Slovakia,Lead,(t),114,111,102,101,126
Slovakia,Zinc,(t),151,119,96,25,65
Slovakia,Gold,(kg),515,346,336,392,399
Slovakia,Silver,(kg),345,295,269,328,354
Slovakia,Baryte,(t),11100,0,0,0,0
Slovakia,Bentonite,(t),269990,260120,261640,274350,302135
Slovakia,Feldspar,(t),16800,19100,29100,10000,22900
Slovakia,Gypsum,(t),55190,58250,72300,66600,54300
Slovakia,Kaolin,(t),34400,24970,30960,38780,24610
Slovakia,Magnesite,(t),1053900,1015800,787476,781600,592900
Slovakia,Perlite,(t),35600,32450,37850,37240,38280
Slovakia,Talc,(t),43000,70100,91600,99900,114600
Slovakia,Lignite,(t),1506940,1474830,986270,1080562,870764
Slovakia,Nat. Gas,(Mio m3),90,80,70,71,58
Slovakia,Petroleum,(t),7522,6331,3790,6130,3680
Slovenia,Aluminium,(t),80511,68255,50185,37867,19211
Slovenia,Bentonite,(t),113,99,77,75,68
Slovenia,Salt,(t),2018,1437,805,1671,2342
Slovenia,Lignite,(t),3216735,3218696,3259309,2807476,2745022
Slovenia,Nat. Gas,(Mio m3),18,8,6,6,5
Slovenia,Petroleum,(t),769,490,385,296,127
Solomon Islands,Bauxite,(t),1646200,1234030,841890,0,0
Solomon Islands,Gold,(kg),0,0,0,0,121
Solomon Islands,Silver,(kg),0,0,0,0,25
South Africa,Iron,(t),48277430,47064410,36163000,47554200,41414300
South Africa,Chromium,(t),7524700,7384000,5479400,7605500,7905000
South Africa,Cobalt,(t),1007,1027,897,355,250
South Africa,Manganese,(t),5641200,6456400,6029368,7098396,7113500
South Africa,Nickel,(t),43236,43443,34908,31846,29500
South Africa,Titanium,(t),911000,1064000,950000,900000,1050000
South Africa,Vanadium,(t),7691,8062,8584,8799,8872
South Africa,Aluminium,(t),714000,717000,717000,714000,718000
South Africa,Copper,(t),46900,52501,29068,44958,49194
South Africa,Lead,(t),35118,42936,28048,31224,40000
South Africa,Zinc,(t),28129,125157,160816,193785,224400
South Africa,Gold,(kg),117144,105185,95786,105036,96400
South Africa,Palladium,(kg),80629,80684,66264,84336,78155
South Africa,Platinum,(kg),137053,132989,111993,141626,134750
South Africa,Rhodium,(kg),18608,19545,16972,20875,18865
South Africa,Silver,(kg),46467,55903,38118,37146,45700
South Africa,Bentonite,(t),173486,105084,85558,98606,103200
South Africa,Diam. (Gem),(ct),4594990,3373210,4160000,4494000,4213000
South Africa,Diam. (Ind),(ct),5316840,3807495,4318000,5224000,5447000
South Africa,Feldspar,(t),76803,76255,48427,67113,78800
South Africa,Fluorspar,(t),212000,252974,330000,400000,410000
South Africa,Gypsum,(t),321988,277102,205542,277376,265270
South Africa,Kaolin,(t),23724,27827,20639,29168,10000
South Africa,Magnesite,(t),9400,8100,8500,5000,8000
South Africa,Perlite,(t),1000,1000,1000,1000,1000
South Africa,Phosphates,(t),720400,639000,461000,767600,674800
South Africa,Salt,(t),478285,510012,538355,545942,531100
South Africa,Sulfur,(t),239297,919624,575491,61929,74540
South Africa,Talc,(t),102142,135430,92318,270944,449600
South Africa,Vermiculite,(t),141346,158013,118223,150104,183133
South Africa,Zircon,(t),341304,368336,311800,301000,310000
South Africa,Steam Coal,(t),251607600,254767800,246025000,225804400,227554000
South Africa,Coking Coal,(t),4508302,3722225,2057020,2840646,2351000
South Africa,Nat. Gas,(Mio m3),615,658,554,44,4
South Africa,Petroleum,(t),23770,29774,31974,15633,6540
South Africa,Uranium,(t),231,163,131,153,170
South Sudan,Petroleum,(t),7107700,8448490,8126230,7515700,6947860
Spain,Iron,(t),,,0,36580,0
Spain,Tantalum,(t),0,18,16,19,19
Spain,Tungsten,(t),856,414,238,642,396
Spain,Aluminium,(t),350000,230000,200000,190000,0
Spain,Copper,(t),187714,170556,182678,142381,124949
Spain,Lead,(t),9936,11390,11397,10880,9557
Spain,Tin,(t),81,101,115,255,315
Spain,Zinc,(t),106352,90980,90368,90480,82963
Spain,Gold,(kg),1991,1913,1609,1822,1369
Spain,Silver,(kg),88514,77501,92662,80848,58235
Spain,Bentonite,(t),178463,160477,205773,171572,186363
Spain,Diatomite,(t),61056,62741,59250,55982,87095
Spain,Feldspar,(t),616229,855139,911095,820749,716535
Spain,Fluorspar,(t),176188,145185,185958,187225,153415
Spain,Gypsum,(t),10593056,11279443,13376353,14629150,14380727
Spain,Kaolin,(t),474462,463617,274137,303743,277170
Spain,Magnesite,(t),738994,634580,626055,703834,676699
Spain,Potash,(t),603812,519644,351918,375779,429893
Spain,Salt,(t),4512243,4330514,3676039,4329090,3987690
Spain,Sulfur,(t),662000,663100,584300,687600,641800
Spain,Talc,(t),15500,13100,2920,651,0
Spain,Steam Coal,(t),645612,0,0,0,0
Spain,Lignite,(t),1727513,0,0,0,0
Spain,Nat. Gas,(Mio m3),90,135,47,38,38
Spain,Petroleum,(t),89476,40244,26819,5785,910
Sri Lanka,Titanium,(t),35670,25940,11150,28775,18025
Sri Lanka,Feldspar,(t),70000,65400,50000,60000,50000
Sri Lanka,Graphite,(t),3800,3100,2500,3388,3299
Sri Lanka,Kaolin,(t),20000,34100,30000,30000,30000
Sri Lanka,Phosphates,(t),16290,16600,18240,23880,12360
Sri Lanka,Salt,(t),68834,57291,60076,63254,111000
Sri Lanka,Zircon,(t),785,971,419,400,268
Sudan,Chromium,(t),12960,5950,4300,2700,1450
Sudan,Manganese,(t),4000,1000,0,0,0
Sudan,Gold,(kg),93600,57700,35700,49700,41800
Sudan,Silver,(kg),1000,1000,1000,1000,2000
Sudan,Feldspar,(t),36000,17000,25000,6400,10000
Sudan,Gypsum,(t),226000,193000,173000,136000,150000
Sudan,Kaolin,(t),11000,29000,19700,3700,20000
Sudan,Salt,(t),267000,263000,237000,121000,200000
Sudan,Talc,(t),4000,2000,0,4500,4500
Sudan,Petroleum,(t),3560000,3778300,2932600,2605000,2532000
Suriname,Gold,(kg),26006,24516,21214,18634,19541
Suriname,Petroleum,(t),818400,825200,818400,811600,837500
Sweden,Iron,(t),18405000,19367200,20112200,19964200,18799000
Sweden,Aluminium,(t),125000,120000,117000,124000,120000
Sweden,Copper,(t),106140,99332,100065,88108,88337
Sweden,Lead,(t),64751,68635,65402,65404,70339
Sweden,Selenium,(t),59,53,69,51,20
Sweden,Tellurium,(t),45,41,42,41,33
Sweden,Zinc,(t),237715,247657,234811,236416,233958
Sweden,Gold,(kg),7866,7972,8249,8805,8054
Sweden,Silver,(kg),443624,419926,400929,428585,422086
Sweden,Feldspar,(t),28000,25000,27537,28000,25000
Sweden,Sulfur,(t),416560,347990,339890,375370,375000
Switzerland,Gypsum,(t),330000,330000,320000,330000,330000
Switzerland,Salt,(t),530414,477325,324527,512700,422665
Syria,Gypsum,(t),66000,70000,70000,70000,100000
Syria,Phosphates,(t),95000,134000,580000,400000,400000
Syria,Salt,(t),12000,50000,70000,70000,112000
Syria,Nat. Gas,(Mio m3),3470,3330,2920,3110,2900
Syria,Petroleum,(t),1051030,1510590,1964180,4598420,4563840
Taiwan,Gold,(kg),4,6,3,1,1
Taiwan,Kaolin,(t),20,500,404,30,0
Taiwan,Salt,(t),78539,76255,77854,77297,78415
Taiwan,Sulfur,(t),169698,195358,167337,192228,162571
Taiwan,Talc,(t),17,6,0,43,0
Taiwan,Nat. Gas,(Mio m3),198,167,105,110,96
Taiwan,Petroleum,(t),4000,3300,1860,2110,1600
Tajikistan,Aluminium,(t),95800,100800,84000,61000,62000
Tajikistan,Antimony,(t),28890,29900,24070,24110,14500
Tajikistan,Copper,(t),8490,8500,978,4480,19240
Tajikistan,Lead,(t),47140,52720,33282,48058,47510
Tajikistan,Mercury,(t),120,91,178,311,326
Tajikistan,Zinc,(t),82330,78150,48416,70573,59055
Tajikistan,Gold,(kg),6432,8100,8764,9330,9225
Tajikistan,Silver,(kg),9500,11100,11350,11500,11000
Tajikistan,Fluorspar,(t),400,1000,10000,10000,2000
Tajikistan,Gypsum,(t),9639,14000,8183,10000,10000
Tajikistan,Salt,(t),36964,35324,26637,26169,37000
Tajikistan,Steam Coal,(t),1907055,2027790,2023000,2080000,2394000
Tajikistan,Nat. Gas,(Mio m3),1,1,1,1,1
Tajikistan,Petroleum,(t),23939,23293,24400,24635,24860
Tanzania,Iron,(t),0,0,14200,39100,25500
Tanzania,Bauxite,(t),7,0,25995,38142,40921
Tanzania,Copper,(t),1500,1500,1706,1521,3097
Tanzania,Tin,(t),6,18,35,158,404
Tanzania,Gold,(kg),39304,48408,55805,59638,56943
Tanzania,Silver,(kg),12041,12550,13187,9324,13602
Tanzania,Diam. (Gem),(ct),324105,354240,125110,53165,375715
Tanzania,Diam. (Ind),(ct),57195,62510,22080,9380,66300
Tanzania,Gypsum,(t),241260,256529,443926,598053,604408
Tanzania,Kaolin,(t),129383,15343,98454,100950,46973
Tanzania,Phosphates,(t),650,5050,6240,5390,5850
Tanzania,Salt,(t),36600,99510,83974,112995,181818
Tanzania,Steam Coal,(t),627652,712136,689959,976319,2511419
Tanzania,Nat. Gas,(Mio m3),1675,1807,1616,1838,2239
Thailand,Iron,(t),0,10950,70210,201450,117800
Thailand,Manganese,(t),1920,2305,670,0,320
Thailand,Titanium,(t),23,64,84,36,1
Thailand,Tungsten,(t),65,22,57,58,60
Thailand,Tin,(t),47,46,198,220,85
Thailand,Baryte,(t),67490,33644,22394,4988,6509
Thailand,Feldspar,(t),1117803,1251143,1105344,1346997,1953918
Thailand,Fluorspar,(t),16700,22247,9807,9766,59243
Thailand,Gypsum,(t),11197657,9787287,9279119,10402998,9847562
Thailand,Kaolin,(t),110437,92414,87320,124798,86076
Thailand,Perlite,(t),5600,15000,3500,3500,2500
Thailand,Salt,(t),1487364,1580390,1439877,1563970,1737090
Thailand,Talc,(t),58676,14564,38146,31950,30369
Thailand,Lignite,(t),14851950,14071710,13250574,14221573,13641283
Thailand,Nat. Gas,(Mio m3),36454,37450,33799,33117,27368
Thailand,Petroleum,(t),11361670,11362210,10077510,8820540,7134630
Togo,Gold,(kg),10000,8227,3565,3600,3600
Togo,Diam. (Ind),(ct),0,16,2,0,0
Togo,Phosphates,(t),370810,260320,488900,538860,570460
Trinidad and Tobago,Nat. Gas,(Mio m3),35005,35545,30230,25425,26735
Trinidad and Tobago,Petroleum,(t),4122240,3869080,3600510,3652900,3524510
Tunisia,Iron,(t),95000,100700,93400,143900,140000
Tunisia,Baryte,(t),10000,10000,10000,11100,10000
Tunisia,Gypsum,(t),984031,946892,890000,908130,900000
Tunisia,Phosphates,(t),812800,1124700,911800,1080700,1033300
Tunisia,Salt,(t),2116972,1966528,1666075,1889614,1900000
Tunisia,Nat. Gas,(Mio m3),1950,1780,1850,2240,2030
Tunisia,Petroleum,(t),2027230,1859060,1726250,2079000,1757000
Türkiye,Iron,(t),9546700,8828800,13087300,9791300,11928200
Türkiye,Chromium,(t),1146600,1528700,1087400,1227900,1460300
Türkiye,Cobalt,(t),259,115,250,2400,2100
Türkiye,Manganese,(t),29900,39900,35600,30300,36900
Türkiye,Molybdenum,(t),450,0,0,0,0
Türkiye,Nickel,(t),13560,4740,20200,11650,14540
Türkiye,Titanium,(t),6175,6130,6455,7080,6860
Türkiye,Aluminium,(t),73291,78100,79600,79200,80000
Türkiye,Antimony,(t),3570,3815,2570,4210,10640
Türkiye,Bauxite,(t),678138,2255480,2399680,2764873,2072968
Türkiye,Copper,(t),87000,73300,107000,108100,115000
Türkiye,Lead,(t),75990,71480,81520,93660,81650
Türkiye,Zinc,(t),184500,146800,136300,180500,184800
Türkiye,Gold,(kg),27100,39000,42100,39290,31020
Türkiye,Silver,(kg),202400,241590,98270,162670,143260
Türkiye,Baryte,(t),465138,413811,283161,256076,344322
Türkiye,Bentonite,(t),1331955,1533547,1658837,2020356,2018993
Türkiye,Boron,(t),2432000,2040000,1680000,2540000,2590000
Türkiye,Diatomite,(t),242789,220757,100327,207732,237267
Türkiye,Feldspar,(t),11474040,9447810,10050911,12936959,15781540
Türkiye,Fluorspar,(t),6200,14400,19896,10348,17252
Türkiye,Graphite,(t),16752,9990,15205,28336,27715
Türkiye,Gypsum,(t),10896476,7489129,9280864,10620061,10679212
Türkiye,Kaolin,(t),1515609,1283776,1224746,1748014,2289367
Türkiye,Magnesite,(t),1958847,1496081,1560818,1927280,1820068
Türkiye,Perlite,(t),1088983,1174486,1146341,1428695,1319432
Türkiye,Phosphates,(t),0,94600,261900,287100,289000
Türkiye,Salt,(t),6298705,6961015,7698018,7843502,9085711
Türkiye,Sulfur,(t),250000,242600,117400,120600,132700
Türkiye,Talc,(t),284216,92077,143470,220350,43196
Türkiye,Vermiculite,(t),18183,1370,19230,3300,21230
Türkiye,Zircon,(t),1950,0,0,0,0
Türkiye,Steam Coal,(t),2160520,2695628,2457720,2288148,647117
Türkiye,Coking Coal,(t),692130,698870,617280,619565,759996
Türkiye,Lignite,(t),81084000,83694600,71637000,83558680,80928800
Türkiye,Nat. Gas,(Mio m3),436,483,458,415,408
Türkiye,Petroleum,(t),2850828,2984800,3202924,3441659,3583040
Turkmenistan,Bentonite,(t),10000,10000,10000,10000,10000
Turkmenistan,Potash,(t),15200,11100,16000,19000,26500
Turkmenistan,Salt,(t),100000,100000,94600,96000,96480
Turkmenistan,Sulfur,(t),480000,330000,470000,590000,320000
Turkmenistan,Nat. Gas,(Mio m3),70000,71000,67960,83773,82700
Turkmenistan,Petroleum,(t),10640000,10420000,9490000,10961000,10756800
Uganda,Iron,(t),2700,0,0,34300,61600
Uganda,Niobium,(t),2,3,52,9,0
Uganda,Tungsten,(t),113,87,7,25,38
Uganda,Beryllium,(t),24,15,186,35,35
Uganda,Tin,(t),53,15,0,7,0
Uganda,Gold,(kg),12,7,10,13,8
Uganda,Diatomite,(t),,0,96,433,21
Uganda,Feldspar,(t),,,0,95,1388
Uganda,Kaolin,(t),17281,10448,12014,10264,226
Uganda,Vermiculite,(t),10413,9674,14170,21754,22947
Ukraine,Iron,(t),38751300,47584000,49274000,52431000,22354000
Ukraine,Manganese,(t),682700,686100,698500,652300,372800
Ukraine,Titanium,(t),518950,564050,537430,489200,180000
Ukraine,Gallium,(t),6,5,4,1,0
Ukraine,Germanium,(t),1,1,1,1,0
Ukraine,Bentonite,(t),178200,124700,125000,125000,50000
Ukraine,Feldspar,(t),50000,60000,50000,60000,30000
Ukraine,Graphite,(t),15000,10000,10000,17000,846
Ukraine,Gypsum,(t),1386400,1409400,1529000,1783300,1000000
Ukraine,Kaolin,(t),2091525,1843561,1680891,2317723,1000000
Ukraine,Salt,(t),2191619,2092795,2075000,1900000,500000
Ukraine,Sulfur,(t),222200,220400,223500,255600,150000
Ukraine,Zircon,(t),21614,18000,16000,28800,14100
Ukraine,Steam Coal,(t),21648100,19747200,17733500,22153000,4500000
Ukraine,Coking Coal,(t),4606300,5783200,6434800,7234000,2480000
Ukraine,Nat. Gas,(Mio m3),20806,20520,20183,19757,18500
Ukraine,Petroleum,(t),2293300,2453600,2430800,2455400,527800
Ukraine,Uranium,(t),1390,944,877,536,142
United Arab Emirates,Aluminium,(t),2640000,2579000,2505000,2577680,2650000
United Arab Emirates,Sulfur,(t),5300000,5980000,5500000,5950000,6105000
United Arab Emirates,Nat. Gas,(Mio m3),52920,56197,50551,58346,57996
United Arab Emirates,Petroleum,(t),175958530,179898440,165945480,163436800,181116570
United Kingdom,Tungsten,(t),890,0,0,0,0
United Kingdom,Aluminium,(t),44400,39400,35700,37571,38000
United Kingdom,Lead,(t),100,150,100,100,100
United Kingdom,Tin,(t),220,0,0,0,0
United Kingdom,Gold,(kg),0,50,28,79,266
United Kingdom,Silver,(kg),0,130,100,358,1328
United Kingdom,Baryte,(t),50000,46000,46000,27000,27000
United Kingdom,Fluorspar,(t),11000,14000,15000,16674,10000
United Kingdom,Gypsum,(t),1400000,1600000,1300000,2400000,2400000
United Kingdom,Kaolin,(t),996000,715000,635000,735000,715000
United Kingdom,Potash,(t),291100,88480,99260,110460,133420
United Kingdom,Salt,(t),3430266,2377765,2327965,2687483,2587790
United Kingdom,Sulfur,(t),129000,130000,106000,107000,107000
United Kingdom,Talc,(t),1640,3131,1386,1397,1300
United Kingdom,Steam Coal,(t),1996860,1849060,1166420,717080,457050
United Kingdom,Coking Coal,(t),785470,742340,506870,336740,193890
United Kingdom,Nat. Gas,(Mio m3),40736,39386,39433,32570,37737
United Kingdom,Petroleum,(t),51550700,52856200,49361500,41162470,38036800
United States,Iron,(t),31185000,29547000,24100000,30100000,24687000
United States,Cobalt,(t),480,500,600,650,500
United States,Molybdenum,(t),41400,43600,51100,41100,34600
United States,Nickel,(t),17600,13500,16700,18400,17500
United States,Titanium,(t),100000,100000,100000,100000,200000
United States,Vanadium,(t),0,460,17,0,0
United States,Aluminium,(t),896652,1126032,1026617,907846,872270
United States,Bauxite,(t),399700,154900,16440,0,12580
United States,Beryllium,(t),4170,4050,4160,4380,4330
United States,Cadmium,(t),73,131,211,241,212
United States,Copper,(t),1220000,1260000,1200000,1230000,1300000
United States,Germanium,(t),2,2,2,2,2
United States,Lead,(t),280000,266000,297000,286000,264000
United States,Lithium,(t),1500,1450,1220,2505,1640
United States,Mercury,(t),15,15,15,15,15
United States,Rare Earths,(t),14000,27620,38503,42413,42499
United States,Rhenium,(kg),8220,8360,8830,9290,8870
United States,Selenium,(t),152,144,66,112,120
United States,Tellurium,(t),0,2,2,10,10
United States,Zinc,(t),824000,753000,723000,704000,761000
United States,Gold,(kg),225528,201000,193400,187000,173000
United States,Palladium,(kg),14267,14323,14555,13725,10096
United States,Platinum,(kg),4165,4152,4203,4017,3003
United States,Rhodium,(kg),100,100,100,100,100
United States,Silver,(kg),934000,981000,1080000,1020000,1010000
United States,Baryte,(t),366000,414000,125409,257450,361582
United States,Bentonite,(t),4570000,4520000,4250000,4580000,4580000
United States,Boron,(t),1075000,1030000,830000,900000,1160000
United States,Diatomite,(t),957000,768000,822000,998000,827000
United States,Feldspar,(t),550000,450000,420000,380000,540000
United States,Gypsum,(t),21100000,21600000,21300000,20800000,22300000
United States,Kaolin,(t),5350000,5120000,4640000,4360000,4340000
United States,Magnesite,(t),238828,294590,419076,442976,357811
United States,Perlite,(t),504000,629000,853000,879000,672000
United States,Phosphates,(t),7250000,6547000,6604000,6070000,5564000
United States,Potash,(t),520000,510000,460000,480000,430000
United States,Salt,(t),43900000,44800000,42600000,39300000,41000000
United States,Sulfur,(t),9670000,8710000,7890000,8060000,8640000
United States,Talc,(t),648000,578000,491000,577000,511000
United States,Vermiculite,(t),100000,100000,100000,100000,100000
United States,Zircon,(t),100000,30000,30000,30000,20000
United States,Steam Coal,(t),562012600,521540300,394850100,429228900,439784100
United States,Coking Coal,(t),71948200,64168100,50358700,56084900,55280200
United States,Lignite,(t),51744500,48255700,44783600,42968700,43115700
United States,Nat. Gas,(Mio m3),871440,959920,957430,977770,1029410
United States,Petroleum,(t),723520700,809798800,776781100,782355100,835099700
United States,Uranium,(t),657,79,7,9,88
Uruguay,Iron,(t),2520,2510,1240,3310,2220
Uruguay,Gold,(kg),393,0,0,0,0
Uruguay,Bentonite,(t),7760,6730,16550,19710,21574
Uruguay,Feldspar,(t),380,100,210,240,300
Uruguay,Talc,(t),420,50,520,570,1162
Uzbekistan,Molybdenum,(t),750,800,760,1282,1177
Uzbekistan,Tungsten,(t),97,100,20,25,34
Uzbekistan,Bismuth,(t),0,2,2,2,3
Uzbekistan,Cadmium,(t),237,250,450,470,500
Uzbekistan,Copper,(t),117000,137300,142800,148500,148520
Uzbekistan,Indium,(t),1,1,1,1,1
Uzbekistan,Lead,(t),21300,19100,18400,30500,17200
Uzbekistan,Rhenium,(kg),500,800,1000,2370,3000
Uzbekistan,Selenium,(t),28,30,40,90,35
Uzbekistan,Tellurium,(t),2,2,3,5,3
Uzbekistan,Zinc,(t),38400,35400,37200,42000,42000
Uzbekistan,Gold,(kg),92716,100900,100000,100360,105540
Uzbekistan,Palladium,(kg),0,28,91,160,93
Uzbekistan,Silver,(kg),161700,172000,196000,211500,217725
Uzbekistan,Bentonite,(t),12559,32588,48739,59053,60000
